Date,Value,quarter,month,weekofyear,year
2010-09-14,61.01,3,9,37,2010
2010-09-15,61.0,3,9,37,2010
2010-09-16,60.97,3,9,37,2010
2010-09-17,60.78,3,9,37,2010
2010-09-18,60.78,3,9,37,2010
2010-09-19,60.78,3,9,37,2010
2010-09-20,61.55,3,9,38,2010
2010-09-21,61.54,3,9,38,2010
2010-09-22,61.45,3,9,38,2010
2010-09-23,61.15,3,9,38,2010
2010-09-24,61.75,3,9,38,2010
2010-09-25,61.75,3,9,38,2010
2010-09-26,61.75,3,9,38,2010
2010-09-27,61.71,3,9,39,2010
2010-09-28,62.06,3,9,39,2010
2010-09-29,61.59,3,9,39,2010
2010-09-30,61.79,3,9,39,2010
2010-10-01,62.54,4,10,39,2010
2010-10-02,62.54,4,10,39,2010
2010-10-03,62.54,4,10,39,2010
2010-10-04,62.19,4,10,40,2010
2010-10-05,63.26,4,10,40,2010
2010-10-06,63.94,4,10,40,2010
2010-10-07,63.85,4,10,40,2010
2010-10-08,64.38,4,10,40,2010
2010-10-09,64.38,4,10,40,2010
2010-10-10,64.38,4,10,40,2010
2010-10-11,64.55,4,10,41,2010
2010-10-12,64.7,4,10,41,2010
2010-10-13,65.04,4,10,41,2010
2010-10-14,65.3,4,10,41,2010
2010-10-15,65.19,4,10,41,2010
2010-10-16,65.19,4,10,41,2010
2010-10-17,65.19,4,10,41,2010
2010-10-18,66.28,4,10,42,2010
2010-10-19,65.12,4,10,42,2010
2010-10-20,66.01,4,10,42,2010
2010-10-21,66.32,4,10,42,2010
2010-10-22,66.34,4,10,42,2010
2010-10-23,66.34,4,10,42,2010
2010-10-24,66.34,4,10,42,2010
2010-10-25,66.2,4,10,43,2010
2010-10-26,66.53,4,10,43,2010
2010-10-27,65.67,4,10,43,2010
2010-10-28,66.22,4,10,43,2010
2010-10-29,66.49,4,10,43,2010
2010-10-30,66.49,4,10,43,2010
2010-10-31,66.49,4,10,43,2010
2010-11-01,66.95,4,11,44,2010
2010-11-02,67.84,4,11,44,2010
2010-11-03,67.97,4,11,44,2010
2010-11-04,69.38,4,11,44,2010
2010-11-05,70.0,4,11,44,2010
2010-11-06,70.0,4,11,44,2010
2010-11-07,70.0,4,11,44,2010
2010-11-08,70.32,4,11,45,2010
2010-11-09,70.63,4,11,45,2010
2010-11-10,71.13,4,11,45,2010
2010-11-11,71.83,4,11,45,2010
2010-11-12,70.99,4,11,45,2010
2010-11-13,70.99,4,11,45,2010
2010-11-14,70.99,4,11,45,2010
2010-11-15,70.48,4,11,46,2010
2010-11-16,68.94,4,11,46,2010
2010-11-17,69.01,4,11,46,2010
2010-11-18,70.31,4,11,46,2010
2010-11-19,70.54,4,11,46,2010
2010-11-20,70.54,4,11,46,2010
2010-11-21,70.54,4,11,46,2010
2010-11-22,70.19,4,11,47,2010
2010-11-23,68.98,4,11,47,2010
2010-11-24,69.88,4,11,47,2010
2010-11-25,69.88,4,11,47,2010
2010-11-26,69.27,4,11,47,2010
2010-11-27,69.27,4,11,47,2010
2010-11-28,69.27,4,11,47,2010
2010-11-29,69.45,4,11,48,2010
2010-11-30,69.56,4,11,48,2010
2010-12-01,71.33,4,12,48,2010
2010-12-02,71.48,4,12,48,2010
2010-12-03,71.19,4,12,48,2010
2010-12-04,71.19,4,12,48,2010
2010-12-05,71.19,4,12,48,2010
2010-12-06,71.31,4,12,49,2010
2010-12-07,71.46,4,12,49,2010
2010-12-08,71.85,4,12,49,2010
2010-12-09,72.0,4,12,49,2010
2010-12-10,72.18,4,12,49,2010
2010-12-11,72.18,4,12,49,2010
2010-12-12,72.18,4,12,49,2010
2010-12-13,72.36,4,12,50,2010
2010-12-14,72.18,4,12,50,2010
2010-12-15,71.85,4,12,50,2010
2010-12-16,72.22,4,12,50,2010
2010-12-17,72.17,4,12,50,2010
2010-12-18,72.17,4,12,50,2010
2010-12-19,72.17,4,12,50,2010
2010-12-20,72.22,4,12,51,2010
2010-12-21,72.72,4,12,51,2010
2010-12-22,72.8,4,12,51,2010
2010-12-23,73.2,4,12,51,2010
2010-12-24,73.2,4,12,51,2010
2010-12-25,73.2,4,12,51,2010
2010-12-26,73.2,4,12,51,2010
2010-12-27,73.01,4,12,52,2010
2010-12-28,73.42,4,12,52,2010
2010-12-29,73.37,4,12,52,2010
2010-12-30,73.36,4,12,52,2010
2010-12-31,73.12,4,12,52,2010
2011-01-01,73.12,1,1,52,2011
2011-01-02,73.12,1,1,52,2011
2011-01-03,74.55,1,1,1,2011
2011-01-04,74.9,1,1,1,2011
2011-01-05,74.7,1,1,1,2011
2011-01-06,75.18,1,1,1,2011
2011-01-07,75.59,1,1,1,2011
2011-01-08,75.59,1,1,1,2011
2011-01-09,75.59,1,1,1,2011
2011-01-10,75.13,1,1,2,2011
2011-01-11,75.69,1,1,2,2011
2011-01-12,76.58,1,1,2,2011
2011-01-13,76.71,1,1,2,2011
2011-01-14,77.84,1,1,2,2011
2011-01-15,77.84,1,1,2,2011
2011-01-16,77.84,1,1,2,2011
2011-01-17,77.84,1,1,3,2011
2011-01-18,78.71,1,1,3,2011
2011-01-19,78.24,1,1,3,2011
2011-01-20,77.75,1,1,3,2011
2011-01-21,78.98,1,1,3,2011
2011-01-22,78.98,1,1,3,2011
2011-01-23,78.98,1,1,3,2011
2011-01-24,78.59,1,1,4,2011
2011-01-25,78.68,1,1,4,2011
2011-01-26,79.66,1,1,4,2011
2011-01-27,79.88,1,1,4,2011
2011-01-28,78.99,1,1,4,2011
2011-01-29,78.99,1,1,4,2011
2011-01-30,78.99,1,1,4,2011
2011-01-31,80.68,1,1,5,2011
2011-02-01,83.91,1,2,5,2011
2011-02-02,83.41,1,2,5,2011
2011-02-03,83.44,1,2,5,2011
2011-02-04,83.28,1,2,5,2011
2011-02-05,83.28,1,2,5,2011
2011-02-06,83.28,1,2,5,2011
2011-02-07,83.93,1,2,6,2011
2011-02-08,82.98,1,2,6,2011
2011-02-09,82.55,1,2,6,2011
2011-02-10,83.2,1,2,6,2011
2011-02-11,82.82,1,2,6,2011
2011-02-12,82.82,1,2,6,2011
2011-02-13,82.82,1,2,6,2011
2011-02-14,84.91,1,2,7,2011
2011-02-15,82.97,1,2,7,2011
2011-02-16,83.69,1,2,7,2011
2011-02-17,83.88,1,2,7,2011
2011-02-18,84.5,1,2,7,2011
2011-02-19,84.5,1,2,7,2011
2011-02-20,84.5,1,2,7,2011
2011-02-21,84.5,1,2,8,2011
2011-02-22,85.44,1,2,8,2011
2011-02-23,87.07,1,2,8,2011
2011-02-24,85.97,1,2,8,2011
2011-02-25,85.34,1,2,8,2011
2011-02-26,85.34,1,2,8,2011
2011-02-27,85.34,1,2,8,2011
2011-02-28,85.53,1,2,9,2011
2011-03-01,84.8,1,3,9,2011
2011-03-02,85.08,1,3,9,2011
2011-03-03,85.82,1,3,9,2011
2011-03-04,85.08,1,3,9,2011
2011-03-05,85.08,1,3,9,2011
2011-03-06,85.08,1,3,9,2011
2011-03-07,84.72,1,3,10,2011
2011-03-08,84.6,1,3,10,2011
2011-03-09,84.38,1,3,10,2011
2011-03-10,81.38,1,3,10,2011
2011-03-11,82.12,1,3,10,2011
2011-03-12,82.12,1,3,10,2011
2011-03-13,82.12,1,3,10,2011
2011-03-14,82.38,1,3,11,2011
2011-03-15,81.39,1,3,11,2011
2011-03-16,79.31,1,3,11,2011
2011-03-17,81.16,1,3,11,2011
2011-03-18,80.85,1,3,11,2011
2011-03-19,80.85,1,3,11,2011
2011-03-20,80.85,1,3,11,2011
2011-03-21,82.84,1,3,12,2011
2011-03-22,82.56,1,3,12,2011
2011-03-23,82.6,1,3,12,2011
2011-03-24,82.73,1,3,12,2011
2011-03-25,83.62,1,3,12,2011
2011-03-26,83.62,1,3,12,2011
2011-03-27,83.62,1,3,12,2011
2011-03-28,83.47,1,3,13,2011
2011-03-29,83.25,1,3,13,2011
2011-03-30,84.49,1,3,13,2011
2011-03-31,84.13,1,3,13,2011
2011-04-01,84.68,2,4,13,2011
2011-04-02,84.68,2,4,13,2011
2011-04-03,84.68,2,4,13,2011
2011-04-04,84.87,2,4,14,2011
2011-04-05,85.42,2,4,14,2011
2011-04-06,85.18,2,4,14,2011
2011-04-07,85.76,2,4,14,2011
2011-04-08,85.95,2,4,14,2011
2011-04-09,85.95,2,4,14,2011
2011-04-10,85.95,2,4,14,2011
2011-04-11,85.16,2,4,15,2011
2011-04-12,83.18,2,4,15,2011
2011-04-13,83.16,2,4,15,2011
2011-04-14,83.44,2,4,15,2011
2011-04-15,84.29,2,4,15,2011
2011-04-16,84.29,2,4,15,2011
2011-04-17,84.29,2,4,15,2011
2011-04-18,83.1,2,4,16,2011
2011-04-19,83.8,2,4,16,2011
2011-04-20,85.65,2,4,16,2011
2011-04-21,86.36,2,4,16,2011
2011-04-22,86.36,2,4,16,2011
2011-04-23,86.36,2,4,16,2011
2011-04-24,86.36,2,4,16,2011
2011-04-25,86.22,2,4,17,2011
2011-04-26,87.42,2,4,17,2011
2011-04-27,87.78,2,4,17,2011
2011-04-28,87.34,2,4,17,2011
2011-04-29,87.98,2,4,17,2011
2011-04-30,87.98,2,4,17,2011
2011-05-01,87.98,2,5,17,2011
2011-05-02,86.97,2,5,18,2011
2011-05-03,85.62,2,5,18,2011
2011-05-04,84.81,2,5,18,2011
2011-05-05,82.62,2,5,18,2011
2011-05-06,82.69,2,5,18,2011
2011-05-07,82.69,2,5,18,2011
2011-05-08,82.69,2,5,18,2011
2011-05-09,83.18,2,5,19,2011
2011-05-10,83.34,2,5,19,2011
2011-05-11,81.12,2,5,19,2011
2011-05-12,81.05,2,5,19,2011
2011-05-13,80.87,2,5,19,2011
2011-05-14,80.87,2,5,19,2011
2011-05-15,80.87,2,5,19,2011
2011-05-16,80.24,2,5,20,2011
2011-05-17,80.41,2,5,20,2011
2011-05-18,81.74,2,5,20,2011
2011-05-19,82.33,2,5,20,2011
2011-05-20,81.57,2,5,20,2011
2011-05-21,81.57,2,5,20,2011
2011-05-22,81.57,2,5,20,2011
2011-05-23,80.67,2,5,21,2011
2011-05-24,81.29,2,5,21,2011
2011-05-25,81.96,2,5,21,2011
2011-05-26,82.39,2,5,21,2011
2011-05-27,82.63,2,5,21,2011
2011-05-28,82.63,2,5,21,2011
2011-05-29,82.63,2,5,21,2011
2011-05-30,82.63,2,5,22,2011
2011-05-31,83.47,2,5,22,2011
2011-06-01,82.03,2,6,22,2011
2011-06-02,81.33,2,6,22,2011
2011-06-03,81.18,2,6,22,2011
2011-06-04,81.18,2,6,22,2011
2011-06-05,81.18,2,6,22,2011
2011-06-06,80.29,2,6,23,2011
2011-06-07,80.0,2,6,23,2011
2011-06-08,80.76,2,6,23,2011
2011-06-09,81.18,2,6,23,2011
2011-06-10,79.78,2,6,23,2011
2011-06-11,79.78,2,6,23,2011
2011-06-12,79.78,2,6,23,2011
2011-06-13,79.23,2,6,24,2011
2011-06-14,80.38,2,6,24,2011
2011-06-15,78.66,2,6,24,2011
2011-06-16,79.22,2,6,24,2011
2011-06-17,79.02,2,6,24,2011
2011-06-18,79.02,2,6,24,2011
2011-06-19,79.02,2,6,24,2011
2011-06-20,79.71,2,6,25,2011
2011-06-21,80.57,2,6,25,2011
2011-06-22,79.82,2,6,25,2011
2011-06-23,78.44,2,6,25,2011
2011-06-24,76.78,2,6,25,2011
2011-06-25,76.78,2,6,25,2011
2011-06-26,76.78,2,6,25,2011
2011-06-27,77.92,2,6,26,2011
2011-06-28,79.63,2,6,26,2011
2011-06-29,80.25,2,6,26,2011
2011-06-30,81.38,2,6,26,2011
2011-07-01,82.01,3,7,26,2011
2011-07-02,82.01,3,7,26,2011
2011-07-03,82.01,3,7,26,2011
2011-07-04,82.01,3,7,27,2011
2011-07-05,81.6,3,7,27,2011
2011-07-06,81.57,3,7,27,2011
2011-07-07,82.36,3,7,27,2011
2011-07-08,82.42,3,7,27,2011
2011-07-09,82.42,3,7,27,2011
2011-07-10,82.42,3,7,27,2011
2011-07-11,81.9,3,7,28,2011
2011-07-12,81.89,3,7,28,2011
2011-07-13,82.48,3,7,28,2011
2011-07-14,82.24,3,7,28,2011
2011-07-15,83.0,3,7,28,2011
2011-07-16,83.0,3,7,28,2011
2011-07-17,83.0,3,7,28,2011
2011-07-18,82.65,3,7,29,2011
2011-07-19,83.63,3,7,29,2011
2011-07-20,83.3,3,7,29,2011
2011-07-21,85.02,3,7,29,2011
2011-07-22,85.22,3,7,29,2011
2011-07-23,85.22,3,7,29,2011
2011-07-24,85.22,3,7,29,2011
2011-07-25,84.57,3,7,30,2011
2011-07-26,84.37,3,7,30,2011
2011-07-27,83.31,3,7,30,2011
2011-07-28,81.46,3,7,30,2011
2011-07-29,79.79,3,7,30,2011
2011-07-30,79.79,3,7,30,2011
2011-07-31,79.79,3,7,30,2011
2011-08-01,79.6,3,8,31,2011
2011-08-02,77.84,3,8,31,2011
2011-08-03,77.72,3,8,31,2011
2011-08-04,73.84,3,8,31,2011
2011-08-05,74.82,3,8,31,2011
2011-08-06,74.82,3,8,31,2011
2011-08-07,74.82,3,8,31,2011
2011-08-08,70.19,3,8,32,2011
2011-08-09,71.64,3,8,32,2011
2011-08-10,68.03,3,8,32,2011
2011-08-11,71.58,3,8,32,2011
2011-08-12,72.0,3,8,32,2011
2011-08-13,72.0,3,8,32,2011
2011-08-14,72.0,3,8,32,2011
2011-08-15,74.29,3,8,33,2011
2011-08-16,73.5,3,8,33,2011
2011-08-17,74.16,3,8,33,2011
2011-08-18,70.94,3,8,33,2011
2011-08-19,69.8,3,8,33,2011
2011-08-20,69.8,3,8,33,2011
2011-08-21,69.8,3,8,33,2011
2011-08-22,70.18,3,8,34,2011
2011-08-23,73.66,3,8,34,2011
2011-08-24,73.54,3,8,34,2011
2011-08-25,71.77,3,8,34,2011
2011-08-26,72.64,3,8,34,2011
2011-08-27,72.64,3,8,34,2011
2011-08-28,72.64,3,8,34,2011
2011-08-29,74.12,3,8,35,2011
2011-08-30,73.91,3,8,35,2011
2011-08-31,74.02,3,8,35,2011
2011-09-01,73.49,3,9,35,2011
2011-09-02,72.14,3,9,35,2011
2011-09-03,72.14,3,9,35,2011
2011-09-04,72.14,3,9,35,2011
2011-09-05,72.14,3,9,36,2011
2011-09-06,71.15,3,9,36,2011
2011-09-07,73.65,3,9,36,2011
2011-09-08,72.82,3,9,36,2011
2011-09-09,71.01,3,9,36,2011
2011-09-10,71.01,3,9,36,2011
2011-09-11,71.01,3,9,36,2011
2011-09-12,71.84,3,9,37,2011
2011-09-13,71.65,3,9,37,2011
2011-09-14,72.64,3,9,37,2011
2011-09-15,74.01,3,9,37,2011
2011-09-16,74.55,3,9,37,2011
2011-09-17,74.55,3,9,37,2011
2011-09-18,74.55,3,9,37,2011
2011-09-19,73.7,3,9,38,2011
2011-09-20,74.01,3,9,38,2011
2011-09-21,71.97,3,9,38,2011
2011-09-22,69.24,3,9,38,2011
2011-09-23,69.31,3,9,38,2011
2011-09-24,69.31,3,9,38,2011
2011-09-25,69.31,3,9,38,2011
2011-09-26,71.72,3,9,39,2011
2011-09-27,72.91,3,9,39,2011
2011-09-28,72.07,3,9,39,2011
2011-09-29,73.88,3,9,39,2011
2011-09-30,72.63,3,9,39,2011
2011-10-01,72.63,4,10,39,2011
2011-10-02,72.63,4,10,39,2011
2011-10-03,71.15,4,10,40,2011
2011-10-04,72.83,4,10,40,2011
2011-10-05,73.95,4,10,40,2011
2011-10-06,73.89,4,10,40,2011
2011-10-07,73.56,4,10,40,2011
2011-10-08,73.56,4,10,40,2011
2011-10-09,73.56,4,10,40,2011
2011-10-10,76.28,4,10,41,2011
2011-10-11,76.27,4,10,41,2011
2011-10-12,77.16,4,10,41,2011
2011-10-13,76.37,4,10,41,2011
2011-10-14,78.11,4,10,41,2011
2011-10-15,78.11,4,10,41,2011
2011-10-16,78.11,4,10,41,2011
2011-10-17,77.47,4,10,42,2011
2011-10-18,78.89,4,10,42,2011
2011-10-19,78.43,4,10,42,2011
2011-10-20,78.71,4,10,42,2011
2011-10-21,80.13,4,10,42,2011
2011-10-22,80.13,4,10,42,2011
2011-10-23,80.13,4,10,42,2011
2011-10-24,80.17,4,10,43,2011
2011-10-25,79.44,4,10,43,2011
2011-10-26,81.07,4,10,43,2011
2011-10-27,81.88,4,10,43,2011
2011-10-28,81.48,4,10,43,2011
2011-10-29,81.48,4,10,43,2011
2011-10-30,81.48,4,10,43,2011
2011-10-31,78.09,4,10,44,2011
2011-11-01,75.94,4,11,44,2011
2011-11-02,77.37,4,11,44,2011
2011-11-03,78.86,4,11,44,2011
2011-11-04,78.52,4,11,44,2011
2011-11-05,78.52,4,11,44,2011
2011-11-06,78.52,4,11,44,2011
2011-11-07,79.35,4,11,45,2011
2011-11-08,79.76,4,11,45,2011
2011-11-09,77.39,4,11,45,2011
2011-11-10,78.7,4,11,45,2011
2011-11-11,79.72,4,11,45,2011
2011-11-12,79.72,4,11,45,2011
2011-11-13,79.72,4,11,45,2011
2011-11-14,78.96,4,11,46,2011
2011-11-15,79.09,4,11,46,2011
2011-11-16,78.25,4,11,46,2011
2011-11-17,77.86,4,11,46,2011
2011-11-18,77.9,4,11,46,2011
2011-11-19,77.9,4,11,46,2011
2011-11-20,77.9,4,11,46,2011
2011-11-21,76.91,4,11,47,2011
2011-11-22,76.03,4,11,47,2011
2011-11-23,74.58,4,11,47,2011
2011-11-24,74.58,4,11,47,2011
2011-11-25,73.9,4,11,47,2011
2011-11-26,73.9,4,11,47,2011
2011-11-27,73.9,4,11,47,2011
2011-11-28,75.84,4,11,48,2011
2011-11-29,76.93,4,11,48,2011
2011-11-30,80.44,4,11,48,2011
2011-12-01,79.79,4,12,48,2011
2011-12-02,79.79,4,12,48,2011
2011-12-03,79.79,4,12,48,2011
2011-12-04,79.79,4,12,48,2011
2011-12-05,80.45,4,12,49,2011
2011-12-06,80.82,4,12,49,2011
2011-12-07,81.08,4,12,49,2011
2011-12-08,79.87,4,12,49,2011
2011-12-09,81.34,4,12,49,2011
2011-12-10,81.34,4,12,49,2011
2011-12-11,81.34,4,12,49,2011
2011-12-12,80.05,4,12,50,2011
2011-12-13,80.53,4,12,50,2011
2011-12-14,79.44,4,12,50,2011
2011-12-15,80.03,4,12,50,2011
2011-12-16,80.16,4,12,50,2011
2011-12-17,80.16,4,12,50,2011
2011-12-18,80.16,4,12,50,2011
2011-12-19,79.53,4,12,51,2011
2011-12-20,82.0,4,12,51,2011
2011-12-21,83.12,4,12,51,2011
2011-12-22,84.29,4,12,51,2011
2011-12-23,85.22,4,12,51,2011
2011-12-24,85.22,4,12,51,2011
2011-12-25,85.22,4,12,51,2011
2011-12-26,85.22,4,12,52,2011
2011-12-27,85.28,4,12,52,2011
2011-12-28,84.18,4,12,52,2011
2011-12-29,85.27,4,12,52,2011
2011-12-30,84.76,4,12,52,2011
2011-12-31,84.76,4,12,52,2011
2012-01-01,84.76,1,1,52,2012
2012-01-02,84.76,1,1,1,2012
2012-01-03,86.0,1,1,1,2012
2012-01-04,86.02,1,1,1,2012
2012-01-05,85.76,1,1,1,2012
2012-01-06,85.12,1,1,1,2012
2012-01-07,85.12,1,1,1,2012
2012-01-08,85.12,1,1,1,2012
2012-01-09,85.5,1,1,2,2012
2012-01-10,85.72,1,1,2,2012
2012-01-11,85.08,1,1,2,2012
2012-01-12,84.74,1,1,2,2012
2012-01-13,84.88,1,1,2,2012
2012-01-14,84.88,1,1,2,2012
2012-01-15,84.88,1,1,2,2012
2012-01-16,84.88,1,1,3,2012
2012-01-17,85.69,1,1,3,2012
2012-01-18,86.45,1,1,3,2012
2012-01-19,87.03,1,1,3,2012
2012-01-20,87.49,1,1,3,2012
2012-01-21,87.49,1,1,3,2012
2012-01-22,87.49,1,1,3,2012
2012-01-23,87.47,1,1,4,2012
2012-01-24,87.18,1,1,4,2012
2012-01-25,87.22,1,1,4,2012
2012-01-26,86.77,1,1,4,2012
2012-01-27,85.83,1,1,4,2012
2012-01-28,85.83,1,1,4,2012
2012-01-29,85.83,1,1,4,2012
2012-01-30,85.49,1,1,5,2012
2012-01-31,83.74,1,1,5,2012
2012-02-01,83.97,1,2,5,2012
2012-02-02,83.53,1,2,5,2012
2012-02-03,84.92,1,2,5,2012
2012-02-04,84.92,1,2,5,2012
2012-02-05,84.92,1,2,5,2012
2012-02-06,85.75,1,2,6,2012
2012-02-07,86.34,1,2,6,2012
2012-02-08,85.32,1,2,6,2012
2012-02-09,84.88,1,2,6,2012
2012-02-10,83.8,1,2,6,2012
2012-02-11,83.8,1,2,6,2012
2012-02-12,83.8,1,2,6,2012
2012-02-13,84.42,1,2,7,2012
2012-02-14,84.67,1,2,7,2012
2012-02-15,84.12,1,2,7,2012
2012-02-16,85.41,1,2,7,2012
2012-02-17,85.62,1,2,7,2012
2012-02-18,85.62,1,2,7,2012
2012-02-19,85.62,1,2,7,2012
2012-02-20,85.62,1,2,8,2012
2012-02-21,86.57,1,2,8,2012
2012-02-22,86.92,1,2,8,2012
2012-02-23,87.02,1,2,8,2012
2012-02-24,87.34,1,2,8,2012
2012-02-25,87.34,1,2,8,2012
2012-02-26,87.34,1,2,8,2012
2012-02-27,87.23,1,2,9,2012
2012-02-28,87.14,1,2,9,2012
2012-02-29,86.5,1,2,9,2012
2012-03-01,86.83,1,3,9,2012
2012-03-02,86.33,1,3,9,2012
2012-03-03,86.33,1,3,9,2012
2012-03-04,86.33,1,3,9,2012
2012-03-05,87.01,1,3,10,2012
2012-03-06,85.86,1,3,10,2012
2012-03-07,85.83,1,3,10,2012
2012-03-08,84.83,1,3,10,2012
2012-03-09,84.3,1,3,10,2012
2012-03-10,84.3,1,3,10,2012
2012-03-11,84.3,1,3,10,2012
2012-03-12,85.55,1,3,11,2012
2012-03-13,86.86,1,3,11,2012
2012-03-14,86.02,1,3,11,2012
2012-03-15,86.09,1,3,11,2012
2012-03-16,86.44,1,3,11,2012
2012-03-17,86.44,1,3,11,2012
2012-03-18,86.44,1,3,11,2012
2012-03-19,86.99,1,3,12,2012
2012-03-20,86.6,1,3,12,2012
2012-03-21,86.01,1,3,12,2012
2012-03-22,85.33,1,3,12,2012
2012-03-23,85.55,1,3,12,2012
2012-03-24,85.55,1,3,12,2012
2012-03-25,85.55,1,3,12,2012
2012-03-26,87.03,1,3,13,2012
2012-03-27,86.62,1,3,13,2012
2012-03-28,85.86,1,3,13,2012
2012-03-29,86.08,1,3,13,2012
2012-03-30,86.73,1,3,13,2012
2012-03-31,86.73,1,3,13,2012
2012-04-01,86.73,2,4,13,2012
2012-04-02,87.07,2,4,14,2012
2012-04-03,85.83,2,4,14,2012
2012-04-04,84.98,2,4,14,2012
2012-04-05,84.82,2,4,14,2012
2012-04-06,84.82,2,4,14,2012
2012-04-07,84.82,2,4,14,2012
2012-04-08,84.82,2,4,14,2012
2012-04-09,83.88,2,4,15,2012
2012-04-10,82.17,2,4,15,2012
2012-04-11,82.7,2,4,15,2012
2012-04-12,83.6,2,4,15,2012
2012-04-13,82.95,2,4,15,2012
2012-04-14,82.95,2,4,15,2012
2012-04-15,82.95,2,4,15,2012
2012-04-16,84.01,2,4,16,2012
2012-04-17,85.45,2,4,16,2012
2012-04-18,85.75,2,4,16,2012
2012-04-19,85.28,2,4,16,2012
2012-04-20,85.3,2,4,16,2012
2012-04-21,85.3,2,4,16,2012
2012-04-22,85.3,2,4,16,2012
2012-04-23,85.69,2,4,17,2012
2012-04-24,86.31,2,4,17,2012
2012-04-25,86.85,2,4,17,2012
2012-04-26,86.07,2,4,17,2012
2012-04-27,86.08,2,4,17,2012
2012-04-28,86.08,2,4,17,2012
2012-04-29,86.08,2,4,17,2012
2012-04-30,86.34,2,4,18,2012
2012-05-01,87.04,2,5,18,2012
2012-05-02,86.2,2,5,18,2012
2012-05-03,85.65,2,5,18,2012
2012-05-04,84.57,2,5,18,2012
2012-05-05,84.57,2,5,18,2012
2012-05-06,84.57,2,5,18,2012
2012-05-07,84.48,2,5,19,2012
2012-05-08,84.02,2,5,19,2012
2012-05-09,83.31,2,5,19,2012
2012-05-10,82.84,2,5,19,2012
2012-05-11,83.1,2,5,19,2012
2012-05-12,83.1,2,5,19,2012
2012-05-13,83.1,2,5,19,2012
2012-05-14,82.12,2,5,20,2012
2012-05-15,81.79,2,5,20,2012
2012-05-16,82.17,2,5,20,2012
2012-05-17,81.91,2,5,20,2012
2012-05-18,81.47,2,5,20,2012
2012-05-19,81.47,2,5,20,2012
2012-05-20,81.47,2,5,20,2012
2012-05-21,82.04,2,5,21,2012
2012-05-22,81.95,2,5,21,2012
2012-05-23,82.04,2,5,21,2012
2012-05-24,82.61,2,5,21,2012
2012-05-25,82.08,2,5,21,2012
2012-05-26,82.08,2,5,21,2012
2012-05-27,82.08,2,5,21,2012
2012-05-28,82.08,2,5,22,2012
2012-05-29,81.93,2,5,22,2012
2012-05-30,79.79,2,5,22,2012
2012-05-31,78.63,2,5,22,2012
2012-06-01,77.92,2,6,22,2012
2012-06-02,77.92,2,6,22,2012
2012-06-03,77.92,2,6,22,2012
2012-06-04,77.83,2,6,23,2012
2012-06-05,77.6,2,6,23,2012
2012-06-06,80.18,2,6,23,2012
2012-06-07,80.69,2,6,23,2012
2012-06-08,80.84,2,6,23,2012
2012-06-09,80.84,2,6,23,2012
2012-06-10,80.84,2,6,23,2012
2012-06-11,80.27,2,6,24,2012
2012-06-12,81.26,2,6,24,2012
2012-06-13,80.63,2,6,24,2012
2012-06-14,82.13,2,6,24,2012
2012-06-15,83.22,2,6,24,2012
2012-06-16,83.22,2,6,24,2012
2012-06-17,83.22,2,6,24,2012
2012-06-18,83.11,2,6,25,2012
2012-06-19,84.48,2,6,25,2012
2012-06-20,84.97,2,6,25,2012
2012-06-21,82.11,2,6,25,2012
2012-06-22,82.11,2,6,25,2012
2012-06-23,82.11,2,6,25,2012
2012-06-24,82.11,2,6,25,2012
2012-06-25,81.24,2,6,26,2012
2012-06-26,82.4,2,6,26,2012
2012-06-27,83.2,2,6,26,2012
2012-06-28,83.1,2,6,26,2012
2012-06-29,85.57,2,6,26,2012
2012-06-30,85.57,2,6,26,2012
2012-07-01,85.57,3,7,26,2012
2012-07-02,85.34,3,7,27,2012
2012-07-03,86.28,3,7,27,2012
2012-07-04,86.28,3,7,27,2012
2012-07-05,85.57,3,7,27,2012
2012-07-06,84.8,3,7,27,2012
2012-07-07,84.8,3,7,27,2012
2012-07-08,84.8,3,7,27,2012
2012-07-09,83.65,3,7,28,2012
2012-07-10,83.11,3,7,28,2012
2012-07-11,84.38,3,7,28,2012
2012-07-12,84.12,3,7,28,2012
2012-07-13,85.47,3,7,28,2012
2012-07-14,85.47,3,7,28,2012
2012-07-15,85.47,3,7,28,2012
2012-07-16,85.05,3,7,29,2012
2012-07-17,85.73,3,7,29,2012
2012-07-18,86.21,3,7,29,2012
2012-07-19,86.21,3,7,29,2012
2012-07-20,85.95,3,7,29,2012
2012-07-21,85.95,3,7,29,2012
2012-07-22,85.95,3,7,29,2012
2012-07-23,85.21,3,7,30,2012
2012-07-24,84.58,3,7,30,2012
2012-07-25,85.24,3,7,30,2012
2012-07-26,86.52,3,7,30,2012
2012-07-27,87.45,3,7,30,2012
2012-07-28,87.45,3,7,30,2012
2012-07-29,87.45,3,7,30,2012
2012-07-30,87.56,3,7,31,2012
2012-07-31,86.85,3,7,31,2012
2012-08-01,86.91,3,8,31,2012
2012-08-02,85.88,3,8,31,2012
2012-08-03,87.55,3,8,31,2012
2012-08-04,87.55,3,8,31,2012
2012-08-05,87.55,3,8,31,2012
2012-08-06,87.45,3,8,32,2012
2012-08-07,87.92,3,8,32,2012
2012-08-08,88.28,3,8,32,2012
2012-08-09,88.2,3,8,32,2012
2012-08-10,88.44,3,8,32,2012
2012-08-11,88.44,3,8,32,2012
2012-08-12,88.44,3,8,32,2012
